Academic Period,Calendar Year,Gender,Student Type,Major Type,Full_Part Time,Ethnicity,Term,Major,Age_Group
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,MULTI-RACIAL,202510,Construction Technology,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,UNKNOWN,202510,Electrical Trades,Under 18
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,MULTI-RACIAL,202510,Engineering,35-39
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,WHITE,202510,Art,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,25-29
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,HISPANIC,202510,Construction Business Mgmt,40-49
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,BLACK AFR AMER,202510,Construction Technology,Under 18
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,UNKNOWN,202510,Construction Technology,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Health Information Technology,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Full-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202510,Vocational Nursing,30-34
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diesel Brake & Front-End Speci,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202510,Engineering,25-29
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Air Conditioning & Heating,40-49
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,Under 18
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202510,Automotive Technology,50-59
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,BLACK AFR AMER,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Baking and Pastry Arts,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Business Management & Tech,50-59
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,nan,nan,35-39
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Welder/Welding Tech,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Welding Entry-Level,Under 18
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Welding Entry-Level,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,MULTI-RACIAL,202510,Physical Therapist Assistant,25-29
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202510,"TX Teacher EC-6, 4-8, & EC-12",18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,WHITE,202510,Liberal Arts,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Computer Engr Tech/Tech,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diesel Heavy Equipment,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Electrical Trades,30-34
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,35-39
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,50-59
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,HVAC/R Service,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,UNKNOWN,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Computer Engineering Tech,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,nan,nan,40-49
Fall 2024,2024,Female,FTIC Student,Academic,Full-Time,HISPANIC,202510,Business Administration,18-24
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,202510,Political Science,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Cybersecurity,35-39
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,40-49
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Hotel Select Serv Prop Mgt,40-49
Fall 2024,2024,Male,Dual Credit Student,Academic,Full-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202510,Vocational Nursing,35-39
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,202510,Psychology,35-39
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,202510,Business Administration,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,35-39
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Info Tech Cybersecurity,30-34
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Construction Business Mgmt,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Baking and Pastry Arts,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,50-59
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Psychology,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Health Information Technology,40-49
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Vocational Nursing,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,nan,nan,40-49
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Business Management & Tech,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Autom Industr Proc Electr/Mech,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,WHITE,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Medical Laboratory Tech,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202510,Medical Laboratory Tech,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Health Information Technology,40-49
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Health Information Technology,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,MULTI AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,BLACK AFR AMER,202510,Info Tech Cybersecurity,50-59
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology/Pre-Nursing,40-49
Fall 2024,2024,Female,Transfer Student,Technical,Part-Time,BLACK AFR AMER,202510,Respiratory Care Technology,35-39
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,HISPANIC,202510,Surgical Technology,18-24
Fall 2024,2024,Male,Transfer Student,Academic,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,UNKNOWN,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Social Work,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit Private,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Full-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,WHITE,202510,Computer Engineering Tech,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Welder/Welding Tech,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,202510,Engineering,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,202510,Biology/Pre-Nursing,25-29
Fall 2024,2024,Female,Dual Credit Student,Academic,Full-Time,HISPANIC,202510,Liberal Arts,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,WHITE,202510,Histologic Technician,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Histologic Technician,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,BLACK AFR AMER,202510,Humanities,18-24
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,HISPANIC,202510,Info Tech Cybersecurity,35-39
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,FTIC Student,Academic,Full-Time,BLACK AFR AMER,202510,Mechanical Engineering,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,FTIC Student,Technical,Full-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Health Professions Degree,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,CNC Manufacturing Tech,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,WHITE,202510,Vision Care,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Full-Time,HISPANIC,202510,Medical Laboratory Tech,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Hlth Tech:Phlebotomy,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,25-29
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,BLACK AFR AMER,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Radiography Technologist,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Aircraft Structures Mechanic,Under 18
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Welding Entry-Level,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Physical Therapist Assistant,35-39
Fall 2024,2024,Female,FTIC Student,Technical,Part-Time,WHITE,202510,Radiography Technologist,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,WHITE,202510,Auto Front-End & Brake Serv,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202510,Kinesiology,30-34
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diagnostic Medical Sonography,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,50-59
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,WHITE,202510,Automotive Technology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,40-49
Fall 2024,2024,Male,Continuing Student,Technical,Full-Time,HISPANIC,202510,Automotive Technology,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,60+
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Male,Transfer Student,Technical,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,ASIAN,202510,Nurs: Generic,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,UNKNOWN,nan,nan,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,MULTI-RACIAL,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Full-Time,HISPANIC,202510,Collision/Refinishing Tech,18-24
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,nan,nan,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,MULTI-RACIAL,nan,nan,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Health Professions Degree,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,BLACK AFR AMER,202510,Auto Indust Proc Associate,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,MULTI-RACIAL,nan,nan,18-24
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,nan,nan,Under 18
Fall 2024,2024,Female,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Electrical Trades,18-24
Fall 2024,2024,Male,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Computer Engr Tech/Tech,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Early Childhood & Family Studi,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,ASIAN,nan,nan,35-39
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,nan,nan,30-34
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,35-39
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,WHITE,202510,Dual Credit,18-24
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,202510,Dual Credit,Under 18
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,WHITE,nan,nan,18-24
Fall 2024,2024,Male,FTIC Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,nan,nan,25-29
Fall 2024,2024,Female,Continuing Student,Technical,Part-Time,HISPANIC,202510,Nurs: Generic,35-39
Fall 2024,2024,Male,FTIC Student,Technical,Part-Time,HISPANIC,202510,Culinary Arts,18-24
Fall 2024,2024,Male,Continuing Student,Academic,Part-Time,WHITE,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,202510,Biology/Pre-Nursing,18-24
Fall 2024,2024,Female,Transfer Student,Academic,Part-Time,HISPANIC,202510,Art,18-24
Fall 2024,2024,Male,Continuing Student,Technical,Part-Time,HISPANIC,202510,Diesel/Heavy Equip Technology,18-24
Fall 2024,2024,Female,Dual Credit Student,Technical,Part-Time,HISPANIC,202510,Heavy Equipment Academy,Under 18
Fall 2024,2024,Male,Dual Credit Student,Academic,Part-Time,HISPANIC,nan,nan,Under 18
Fall 2024,2024,Female,FTIC Student,Academic,Part-Time,BLACK AFR AMER,nan,nan,18-24
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,ASIAN,nan,nan,40-49
Fall 2024,2024,Female,Continuing Student,Academic,Part-Time,HISPANIC,nan,nan,18-24
